LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (=E2=82=B1),WINNERS
2D Lotto 5PM,03-24      =,6/26/2022,"4,000.00",159
2D Lotto 9PM,18-19      =,6/26/2022,"4,000.00",173
Grand Lotto 6/55,"22-51-4=
1-31-16-39",6/25/2022,"265,279,398.00",0
Lotto 6/42,"27-24-40-14-3=
9-04",6/25/2022,"10,518,111.40",0
6D Lotto,8-2-6-4-9-9    =,6/25/2022,"150,000.00",0
3D Lotto 2PM,7-5-7      =,6/25/2022,"4,500.00",237
3D Lotto 5PM,2-8-2      =,6/25/2022,"4,500.00",147
3D Lotto 9PM,9-3-4      =,6/25/2022,"4,500.00",245
2D Lotto 2PM,03-20      =,6/25/2022,"4,000.00",268
2D Lotto 5PM,28-24      =,6/25/2022,"4,000.00",119
2D Lotto 9PM,09-13      =,6/25/2022,"4,000.00",449
Ultra Lotto 6/58,"05-55-1=
9-22-11-02",6/24/2022,"49,500,000.00",0
Megalotto 6/45,"28-10-16-=
03-25-13",6/24/2022,"8,910,000.00",1
4D Lotto,4-1-5-7        =,6/24/2022,"61,019.00",12
3D Lotto 2PM,2-9-1      =,6/24/2022,"4,500.00",169
3D Lotto 5PM,3-8-6      =,6/24/2022,"4,500.00",146
3D Lotto 9PM,6-2-9      =,6/24/2022,"4,500.00",706
2D Lotto 2PM,08-01      =,6/24/2022,"4,000.00",248
2D Lotto 5PM,13-23      =,6/24/2022,"4,000.00",117
2D Lotto 9PM,12-30      =,6/24/2022,"4,000.00",229
Superlotto 6/49,"36-07-14=
-21-20-42",6/23/2022,"73,777,794.40",2
Lotto 6/42,"24-05-13-39-0=
6-40",6/23/2022,"6,457,370.20",0
6D Lotto,4-0-5-0-9-9    =,6/23/2022,"2,244,653.00",1
3D Lotto 2PM,4-0-3      =,6/23/2022,"4,500.00",301
3D Lotto 5PM,1-7-8      =,6/23/2022,"4,500.00",372
3D Lotto 9PM,3-3-7      =,6/23/2022,"4,500.00",391
2D Lotto 2PM,06-27      =,6/23/2022,"4,000.00",285
2D Lotto 5PM,02-10      =,6/23/2022,"4,000.00",155
2D Lotto 9PM,15-18      =,6/23/2022,"4,000.00",256
Grand Lotto 6/55,"54-10-1=
7-53-39-06",6/22/2022,"247,174,000.80",0
Megalotto 6/45,"07-12-10-=
34-23-43",6/22/2022,"8,910,000.00",0
4D Lotto,9-0-1-7        =,6/22/2022,"45,178.00",7
3D Lotto 2PM,8-4-8      =,6/22/2022,"4,500.00",191
3D Lotto 5PM,7-7-6      =,6/22/2022,"4,500.00",88
3D Lotto 9PM,1-0-0      =,6/22/2022,"4,500.00",1086
2D Lotto 2PM,21-18      =,6/22/2022,"4,000.00",128
2D Lotto 5PM,19-27      =,6/22/2022,"4,000.00",168
2D Lotto 9PM,05-06      =,6/22/2022,"4,000.00",531
Ultra Lotto 6/58,"21-12-5=
4-31-43-48",6/21/2022,"49,500,000.00",0
Superlotto 6/49,"24-32-20=
-49-41-45",6/21/2022,"67,587,300.60",0
Lotto 6/42,"07-18-12-17-0=
6-14",6/21/2022,"5,940,000.00",0
6D Lotto,7-3-3-0-1-9    =,6/21/2022,"1,761,840.92",0
3D Lotto 2PM,6-9-6      =,6/21/2022,"4,500.00",173
3D Lotto 5PM,8-3-7      =,6/21/2022,"4,500.00",142
3D Lotto 9PM,3-2-7      =,6/21/2022,"4,500.00",458
2D Lotto 2PM,21-25      =,6/21/2022,"4,000.00",257
2D Lotto 5PM,29-27      =,6/21/2022,"4,000.00",80
2D Lotto 9PM,04-23      =,6/21/2022,"4,000.00",306
Grand Lotto 6/55,"51-02-4=
9-47-46-36",6/20/2022,"232,111,463.20",0
Megalotto 6/45,"17-32-23-=
14-25-18",6/20/2022,"8,910,000.00",1
4D Lotto,5-8-8-7        =,6/20/2022,"45,130.00",18
3D Lotto 2PM,3-6-1      =,6/20/2022,"4,500.00",273
3D Lotto 5PM,4-1-3      =,6/20/2022,"4,500.00",202
3D Lotto 9PM,9-5-3      =,6/20/2022,"4,500.00",296
2D Lotto 2PM,25-09      =,6/20/2022,"4,000.00",233
2D Lotto 5PM,21-01      =,6/20/2022,"4,000.00",30
2D Lotto 9PM,15-08      =,6/20/2022,"4,000.00",545
Ultra Lotto 6/58,"02-14-5=
1-21-26-46",6/19/2022,"49,500,000.00",0
Superlotto 6/49,"16-40-23=
-18-10-09",6/19/2022,"62,433,903.80",0
3D Lotto 2PM,6-5-5      =,6/19/2022,"4,500.00",133
3D Lotto 5PM,5-8-0      =,6/19/2022,"4,500.00",89
3D Lotto 9PM,3-2-9      =,6/19/2022,"4,500.00",304
2D Lotto 2PM,30-15      =,6/19/2022,"4,000.00",114
2D Lotto 5PM,31-28      =,6/19/2022,"4,000.00",23
2D Lotto 9PM,05-10      =,6/19/2022,"4,000.00",615
Grand Lotto 6/55,"48-55-2=
1-05-18-52",6/18/2022,"219,236,988.40",0
Lotto 6/42,"08-15-11-23-3=
6-33",6/18/2022,"5,940,000.00",1
6D Lotto,7-9-0-7-8-9    =,6/18/2022,"1,588,152.70",0
3D Lotto 2PM,0-0-3      =,6/18/2022,"4,500.00",123
3D Lotto 5PM,1-1-1      =,6/18/2022,"4,500.00",1029
3D Lotto 9PM,4-9-1      =,6/18/2022,"4,500.00",239
2D Lotto 2PM,02-23      =,6/18/2022,"4,000.00",222
2D Lotto 5PM,05-20      =,6/18/2022,"4,000.00",286
2D Lotto 9PM,17-13      =,6/18/2022,"4,000.00",213
Ultra Lotto 6/58,"26-06-4=
3-40-12-04",6/17/2022,"49,500,000.00",0
Megalotto 6/45,"10-12-02-=
27-03-18",6/17/2022,"103,269,281.60",1
4D Lotto,4-7-4-6        =,6/17/2022,"41,824.00",19
3D Lotto 2PM,6-7-9      =,6/17/2022,"4,500.00",213
3D Lotto 5PM,5-0-0      =,6/17/2022,"4,500.00",499
3D Lotto 9PM,6-2-9      =,6/17/2022,"4,500.00",818
2D Lotto 2PM,05-22      =,6/17/2022,"4,000.00",273
2D Lotto 5PM,10-03      =,6/17/2022,"4,000.00",254
2D Lotto 9PM,18-24      =,6/17/2022,"4,000.00",557
Superlotto 6/49,"08-17-35=
-28-09-34",6/16/2022,"57,395,261.60",0
Lotto 6/42,"33-31-13-41-2=
5-18",6/16/2022,"9,423,997.80",1
6D Lotto,9-6-0-2-4-7    =,6/16/2022,"1,041,697.78",0
3D Lotto 2PM,1-4-3      =,6/16/2022,"4,500.00",505
3D Lotto 5PM,0-9-5      =,6/16/2022,"4,500.00",78
3D Lotto 9PM,9-4-7      =,6/16/2022,"4,500.00",297
2D Lotto 2PM,25-11      =,6/16/2022,"4,000.00",87
2D Lotto 5PM,03-11      =,6/16/2022,"4,000.00",192
2D Lotto 9PM,20-01      =,6/16/2022,"4,000.00",152
Grand Lotto 6/55,"09-13-4=
1-36-49-45",6/15/2022,"205,096,576.40",0
Megalotto 6/45,"43-29-18-=
12-33-13",6/15/2022,"95,264,387.60",0
4D Lotto,9-0-9-7        =,6/15/2022,"55,179.00",14
3D Lotto 2PM,0-5-5      =,6/15/2022,"4,500.00",133
3D Lotto 5PM,7-9-6      =,6/15/2022,"4,500.00",62
3D Lotto 9PM,9-0-0      =,6/15/2022,"4,500.00",361
2D Lotto 2PM,23-28      =,6/15/2022,"4,000.00",112
2D Lotto 5PM,23-16      =,6/15/2022,"4,000.00",77
2D Lotto 9PM,18-10      =,6/15/2022,"4,000.00",195
Ultra Lotto 6/58,"48-33-1=
0-46-02-53",6/14/2022,"49,500,000.00",0
Superlotto 6/49,"23-16-27=
-22-07-19",6/14/2022,"52,135,540.20",0
Lotto 6/42,"42-38-21-06-0=
1-41",6/14/2022,"6,051,521.20",0
6D Lotto,1-8-7-2-7-9    =,6/14/2022,"607,873.04",0
3D Lotto 2PM,2-6-5      =,6/14/2022,"4,500.00",354
3D Lotto 5PM,2-8-1      =,6/14/2022,"4,500.00",116
3D Lotto 9PM,1-9-1      =,6/14/2022,"4,500.00",455
2D Lotto 2PM,27-12      =,6/14/2022,"4,000.00",132
2D Lotto 5PM,09-21      =,6/14/2022,"4,000.00",318
2D Lotto 9PM,25-25      =,6/14/2022,"4,000.00",767
Grand Lotto 6/55,"01-09-5=
0-14-37-17",6/13/2022,"194,719,453.60",0
Megalotto 6/45,"22-18-14-=
41-32-02",6/13/2022,"88,734,717.20",0
4D Lotto,0-9-6-3        =,6/13/2022,"72,059.00",9
3D Lotto 2PM,7-1-7      =,6/13/2022,"4,500.00",416
3D Lotto 5PM,2-4-0      =,6/13/2022,"4,500.00",167
3D Lotto 9PM,1-0-7      =,6/13/2022,"4,500.00",751
2D Lotto 2PM,25-10      =,6/13/2022,"4,000.00",141
2D Lotto 5PM,03-13      =,6/13/2022,"4,000.00",253
2D Lotto 9PM,31-25      =,6/13/2022,"4,000.00",170
Ultra Lotto 6/58,"05-37-4=
0-48-09-39",6/12/2022,"49,500,000.00",0
Superlotto 6/49,"41-31-20=
-19-46-26",6/12/2022,"48,273,062.00",0
3D Lotto 2PM,3-7-5      =,6/12/2022,"4,500.00",516
3D Lotto 5PM,5-4-6      =,6/12/2022,"4,500.00",238
3D Lotto 9PM,4-1-5      =,6/12/2022,"4,500.00",384
2D Lotto 2PM,28-04      =,6/12/2022,"4,000.00",239
2D Lotto 5PM,13-05      =,6/12/2022,"4,000.00",115
2D Lotto 9PM,03-25      =,6/12/2022,"4,000.00",228
Grand Lotto 6/55,"33-32-0=
8-06-14-05",6/11/2022,"185,697,874.00",0
Lotto 6/42,"02-20-34-40-2=
7-22",6/11/2022,"5,940,000.00",0
6D Lotto,7-2-7-9-8-2    =,6/11/2022,"385,808.08",0
3D Lotto 2PM,3-7-2      =,6/11/2022,"4,500.00",304
3D Lotto 5PM,9-4-1      =,6/11/2022,"4,500.00",218
3D Lotto 9PM,3-7-9      =,6/11/2022,"4,500.00",460
2D Lotto 2PM,30-28      =,6/11/2022,"4,000.00",71
2D Lotto 5PM,04-22      =,6/11/2022,"4,000.00",166
2D Lotto 9PM,06-01      =,6/11/2022,"4,000.00",618
Ultra Lotto 6/58,"19-44-3=
8-33-47-43",6/10/2022,"49,500,000.00",0
Megalotto 6/45,"27-29-39-=
05-09-43",6/10/2022,"82,612,812.80",0
4D Lotto,6-7-0-2        =,6/10/2022,"67,444.00",12
3D Lotto 2PM,2-4-6      =,6/10/2022,"4,500.00",615
3D Lotto 5PM,0-1-6      =,6/10/2022,"4,500.00",232
3D Lotto 9PM,8-7-3      =,6/10/2022,"4,500.00",247
2D Lotto 2PM,08-28      =,6/10/2022,"4,000.00",274
2D Lotto 5PM,26-15      =,6/10/2022,"4,000.00",31
2D Lotto 9PM,13-27      =,6/10/2022,"4,000.00",435
Superlotto 6/49,"07-23-17=
-37-05-46",6/9/2022,"44,071,900.40",0
Lotto 6/42,"39-33-18-01-2=
4-36",6/9/2022,"12,998,501.00",1
6D Lotto,5-5-6-4-1-5    =,6/9/2022,"417,484.00",1
3D Lotto 2PM,0-7-4      =,6/9/2022,"4,500.00",101
3D Lotto 5PM,8-1-1      =,6/9/2022,"4,500.00",520
3D Lotto 9PM,8-2-4      =,6/9/2022,"4,500.00",855
2D Lotto 2PM,25-29      =,6/9/2022,"4,000.00",128
2D Lotto 5PM,04-19      =,6/9/2022,"4,000.00",115
2D Lotto 9PM,26-04      =,6/9/2022,"4,000.00",180
Grand Lotto 6/55,"31-55-0=
1-21-52-48",6/8/2022,"176,469,503.20",0
Megalotto 6/45,"35-19-17-=
24-43-04",6/8/2022,"76,453,550.00",0
4D Lotto,0-5-7-6        =,6/8/2022,"95,196.00","=
8"
3D Lotto 2PM,3-5-6      =,6/8/2022,"4,500.00",242
3D Lotto 5PM,9-1-5      =,6/8/2022,"4,500.00",248
3D Lotto 9PM,6-9-2      =,6/8/2022,"4,500.00",432
2D Lotto 2PM,30-17      =,6/8/2022,"4,000.00",94
2D Lotto 5PM,31-17      =,6/8/2022,"4,000.00",73
2D Lotto 9PM,16-18      =,6/8/2022,"4,000.00",360
Ultra Lotto 6/58,"28-26-5=
0-04-05-21",6/7/2022,"49,500,000.00",0
Superlotto 6/49,"46-07-40=
-42-48-10",6/7/2022,"39,773,943.40",0
Lotto 6/42,"22-09-38-36-4=
2-13",6/7/2022,"9,696,500.00",0
6D Lotto,1-9-2-1-5-1    =,6/7/2022,"150,000.00",0
3D Lotto 2PM,2-9-0      =,6/7/2022,"4,500.00",255
3D Lotto 5PM,7-1-0      =,6/7/2022,"4,500.00",249
3D Lotto 9PM,7-1-4      =,6/7/2022,"4,500.00",898
2D Lotto 2PM,12-12      =,6/7/2022,"4,000.00",326
2D Lotto 5PM,13-05      =,6/7/2022,"4,000.00",116
2D Lotto 9PM,02-20      =,6/7/2022,"4,000.00",572
Grand Lotto 6/55,"37-48-2=
8-24-01-32",6/6/2022,"168,490,499.20",0
Megalotto 6/45,"31-16-34-=
25-22-12",6/6/2022,"71,053,447.80",0
4D Lotto,0-4-6-9        =,6/6/2022,"141,922.00",5
3D Lotto 2PM,9-6-5      =,6/6/2022,"4,500.00",248
3D Lotto 5PM,3-0-9      =,6/6/2022,"4,500.00",280
3D Lotto 9PM,5-4-1      =,6/6/2022,"4,500.00",428
2D Lotto 2PM,18-12      =,6/6/2022,"4,000.00",112
2D Lotto 5PM,02-07      =,6/6/2022,"4,000.00",254
2D Lotto 9PM,04-19      =,6/6/2022,"4,000.00",555
Ultra Lotto 6/58,"25-11-5=
4-52-50-03",6/5/2022,"49,500,000.00",0
Superlotto 6/49,"16-32-35=
-12-02-06",6/5/2022,"36,267,803.80",0
3D Lotto 2PM,2-7-0      =,6/5/2022,"4,500.00",221
3D Lotto 5PM,6-9-7      =,6/5/2022,"4,500.00",113
3D Lotto 9PM,0-0-8      =,6/5/2022,"4,500.00",123
2D Lotto 2PM,16-23      =,6/5/2022,"4,000.00",259
2D Lotto 5PM,28-22      =,6/5/2022,"4,000.00",88
2D Lotto 9PM,11-03      =,6/5/2022,"4,000.00",528
Grand Lotto 6/55,"50-31-5=
3-46-16-44",6/4/2022,"160,605,505.60",0
Lotto 6/42,"24-35-04-07-2=
2-02",6/4/2022,"6,768,840.80",0
6D Lotto,6-7-4-5-5-7    =,6/4/2022,"1,816,676.00",2
3D Lotto 2PM,8-1-3      =,6/4/2022,"4,500.00",402
3D Lotto 5PM,2-7-9      =,6/4/2022,"4,500.00",293
3D Lotto 9PM,4-2-2      =,6/4/2022,"4,500.00",445
2D Lotto 2PM,18-15      =,6/4/2022,"4,000.00",223
2D Lotto 5PM,16-30      =,6/4/2022,"4,000.00",152
2D Lotto 9PM,13-01      =,6/4/2022,"4,000.00",206
Ultra Lotto 6/58,"25-47-5=
4-36-41-10",6/3/2022,"49,500,000.00",0
Megalotto 6/45,"04-39-32-=
31-20-15",6/3/2022,"65,628,324.00",0
4D Lotto,8-6-3-8        =,6/3/2022,"63,704.00","=
12"
3D Lotto 2PM,2-1-5      =,6/3/2022,"4,500.00",590
3D Lotto 5PM,5-1-9      =,6/3/2022,"4,500.00",554
3D Lotto 9PM,1-4-6      =,6/3/2022,"4,500.00",616
2D Lotto 2PM,12-19      =,6/3/2022,"4,000.00",260
2D Lotto 5PM,31-26      =,6/3/2022,"4,000.00",49
2D Lotto 9PM,14-20      =,6/3/2022,"4,000.00",197
Superlotto 6/49,"22-21-48=
-47-06-09",6/2/2022,"32,258,903.00",0
Lotto 6/42,"28-36-14-37-1=
3-03",6/2/2022,"5,940,000.00",0
6D Lotto,0-6-5-9-7-1    =,6/2/2022,"3,583,353.90",0
3D Lotto 2PM,2-3-6      =,6/2/2022,"4,500.00",380
3D Lotto 5PM,0-5-1      =,6/2/2022,"4,500.00",71
3D Lotto 9PM,5-1-7      =,6/2/2022,"4,500.00",639
2D Lotto 2PM,20-17      =,6/2/2022,"4,000.00",151
2D Lotto 5PM,15-13      =,6/2/2022,"4,000.00",118
2D Lotto 9PM,08-22      =,6/2/2022,"4,000.00",564
Grand Lotto 6/55,"42-21-4=
4-10-51-25",6/1/2022,"151,908,888.00",0
Megalotto 6/45,"25-34-41-=
26-28-02",6/1/2022,"59,949,398.20",0
4D Lotto,6-7-4-5        =,6/1/2022,"33,014.00","=
23"
3D Lotto 2PM,1-3-4      =,6/1/2022,"4,500.00",273
3D Lotto 5PM,6-8-0      =,6/1/2022,"4,500.00",112
3D Lotto 9PM,3-6-8      =,6/1/2022,"4,500.00",589
2D Lotto 2PM,28-10      =,6/1/2022,"4,000.00",133
2D Lotto 5PM,24-27      =,6/1/2022,"4,000.00",74
2D Lotto 9PM,19-23      =,6/1/2022,"4,000.00",242
Ultra Lotto 6/58,"28-56-1=
2-43-25-31",5/31/2022,"49,500,000.00",0
Superlotto 6/49,"33-19-41=
-46-36-12",5/31/2022,"28,029,483.60",0
Lotto 6/42,"25-20-29-07-2=
1-02",5/31/2022,"43,912,343.80",3
6D Lotto,9-3-3-1-9-1    =,5/31/2022,"3,172,430.90",0
3D Lotto 2PM,7-6-9      =,5/31/2022,"4,500.00",235
3D Lotto 5PM,5-5-2      =,5/31/2022,"4,500.00",213
3D Lotto 9PM,7-6-3      =,5/31/2022,"4,500.00",218
2D Lotto 2PM,21-01      =,5/31/2022,"4,000.00",101
2D Lotto 5PM,14-04      =,5/31/2022,"4,000.00",198
2D Lotto 9PM,14-16      =,5/31/2022,"4,000.00",546
Grand Lotto 6/55,"55-21-5=
1-38-22-37",5/30/2022,"144,219,795.60",0
Megalotto 6/45,"12-21-24-=
30-40-44",5/30/2022,"54,968,935.40",0
4D Lotto,5-4-7-9        =,5/30/2022,"41,246.00",19
3D Lotto 2PM,9-7-3      =,5/30/2022,"4,500.00",374
3D Lotto 5PM,6-7-5      =,5/30/2022,"4,500.00",88
3D Lotto 9PM,8-6-5      =,5/30/2022,"4,500.00",334
2D Lotto 2PM,17-19      =,5/30/2022,"4,000.00",96
2D Lotto 5PM,06-23      =,5/30/2022,"4,000.00",205
2D Lotto 9PM,30-29      =,5/30/2022,"4,000.00",301
Ultra Lotto 6/58,"09-25-5=
6-40-12-43",5/29/2022,"49,500,000.00",0
Superlotto 6/49,"45-34-13=
-40-44-38",5/29/2022,"25,238,973.40",0
3D Lotto 2PM,5-7-0      =,5/29/2022,"4,500.00",207
3D Lotto 5PM,6-9-3      =,5/29/2022,"4,500.00",216
3D Lotto 9PM,9-3-8      =,5/29/2022,"4,500.00",155
2D Lotto 2PM,11-11      =,5/29/2022,"4,000.00",457
2D Lotto 5PM,15-30      =,5/29/2022,"4,000.00",147
2D Lotto 9PM,12-09      =,5/29/2022,"4,000.00",346
Grand Lotto 6/55,"02-03-4=
1-15-33-46",5/28/2022,"136,876,472.80",0
Lotto 6/42,"09-17-23-11-1=
3-30",5/28/2022,"39,311,022.60",0
6D Lotto,6-4-3-2-7-1    =,5/28/2022,"2,761,182.06",0
3D Lotto 2PM,9-8-3      =,5/28/2022,"4,500.00",152
3D Lotto 5PM,6-3-7      =,5/28/2022,"4,500.00",196
3D Lotto 9PM,2-1-6      =,5/28/2022,"4,500.00",659
2D Lotto 2PM,12-30      =,5/28/2022,"4,000.00",245
2D Lotto 5PM,04-25      =,5/28/2022,"4,000.00",146
2D Lotto 9PM,29-27      =,5/28/2022,"4,000.00",276
Ultra Lotto 6/58,"40-51-5=
0-19-01-32",5/27/2022,"49,500,000.00",0
Megalotto 6/45,"39-42-07-=
14-45-08",5/27/2022,"50,164,123.20",0
4D Lotto,1-5-1-8        =,5/27/2022,"10,000.00",86
3D Lotto 2PM,7-7-3      =,5/27/2022,"4,500.00",215
3D Lotto 5PM,4-9-4      =,5/27/2022,"4,500.00",67
3D Lotto 9PM,6-6-9      =,5/27/2022,"4,500.00",399
2D Lotto 2PM,28-05      =,5/27/2022,"4,000.00",266
2D Lotto 5PM,08-20      =,5/27/2022,"4,000.00",267
2D Lotto 9PM,22-26      =,5/27/2022,"4,000.00",295
Superlotto 6/49,"17-44-21=
-49-35-20",5/26/2022,"21,515,565.60",0
Lotto 6/42,"34-41-04-29-1=
9-18",5/26/2022,"34,985,545.40",0
6D Lotto,6-9-8-5-2-6    =,5/26/2022,"2,153,628.80",0
3D Lotto 2PM,3-4-1      =,5/26/2022,"4,500.00",244
3D Lotto 5PM,1-2-0      =,5/26/2022,"4,500.00",188
3D Lotto 9PM,3-6-5      =,5/26/2022,"4,500.00",331
2D Lotto 2PM,28-17      =,5/26/2022,"4,000.00",77
2D Lotto 5PM,13-28      =,5/26/2022,"4,000.00",100
2D Lotto 9PM,10-16      =,5/26/2022,"4,000.00",620
Grand Lotto 6/55,"46-23-4=
2-13-53-52",5/25/2022,"129,377,073.20",0
Megalotto 6/45,"27-04-10-=
37-39-34",5/25/2022,"45,338,080.40",0
4D Lotto,2-8-3-6        =,5/25/2022,"20,776.00",38
3D Lotto 2PM,0-7-0      =,5/25/2022,"4,500.00",251
3D Lotto 5PM,7-6-5      =,5/25/2022,"4,500.00",94
3D Lotto 9PM,8-8-7      =,5/25/2022,"4,500.00",278
2D Lotto 2PM,31-22      =,5/25/2022,"4,000.00",60
2D Lotto 5PM,05-19      =,5/25/2022,"4,000.00",215
2D Lotto 9PM,09-07      =,5/25/2022,"4,000.00",552
Ultra Lotto 6/58,"20-22-0=
9-54-06-19",5/24/2022,"100,064,568.00",1
Superlotto 6/49,"22-32-02=
-38-25-33",5/24/2022,"18,272,876.00",0
Lotto 6/42,"13-29-26-11-1=
2-34",5/24/2022,"30,265,196.20",0
6D Lotto,9-9-1-6-2-6    =,5/24/2022,"1,839,481.72",0
3D Lotto 2PM,2-0-3      =,5/24/2022,"4,500.00",399
3D Lotto 5PM,9-0-6      =,5/24/2022,"4,500.00",150
3D Lotto 9PM,0-7-4      =,5/24/2022,"4,500.00",124
2D Lotto 2PM,18-18      =,5/24/2022,"4,000.00",253
2D Lotto 5PM,17-19      =,5/24/2022,"4,000.00",76
2D Lotto 9PM,06-14      =,5/24/2022,"4,000.00",459
Grand Lotto 6/55,"02-48-1=
2-42-44-06",5/23/2022,"122,419,120.00",0
Megalotto 6/45,"03-36-26-=
09-05-13",5/23/2022,"40,979,410.20",0
4D Lotto,4-9-8-7        =,5/23/2022,"42,106.00",17
3D Lotto 2PM,2-7-3      =,5/23/2022,"4,500.00",184
3D Lotto 5PM,1-2-0      =,5/23/2022,"4,500.00",582
3D Lotto 9PM,4-7-0      =,5/23/2022,"4,500.00",263
2D Lotto 2PM,03-25      =,5/23/2022,"4,000.00",250
2D Lotto 5PM,23-09      =,5/23/2022,"4,000.00",244
2D Lotto 9PM,01-04      =,5/23/2022,"4,000.00",268
Ultra Lotto 6/58,"28-13-4=
4-58-50-03",5/22/2022,"95,453,960.60",0
Superlotto 6/49,"33-22-09=
-44-08-27",5/22/2022,"15,840,000.00",0
3D Lotto 2PM,3-8-0      =,5/22/2022,"4,500.00",300
3D Lotto 5PM,3-4-4      =,5/22/2022,"4,500.00",149
3D Lotto 9PM,5-7-6      =,5/22/2022,"4,500.00",243
2D Lotto 2PM,01-22      =,5/22/2022,"4,000.00",248
2D Lotto 5PM,13-10      =,5/22/2022,"4,000.00",69
2D Lotto 9PM,13-27      =,5/22/2022,"4,000.00",194
Grand Lotto 6/55,"19-14-1=
3-40-10-16",5/21/2022,"115,669,273.60",0
Lotto 6/42,"37-34-32-35-0=
8-36",5/21/2022,"26,320,485.80",0
6D Lotto,9-2-8-9-7-7    =,5/21/2022,"1,764,310.94",0
3D Lotto 2PM,7-7-8      =,5/21/2022,"4,500.00",187
3D Lotto 5PM,2-3-9      =,5/21/2022,"4,500.00",185
3D Lotto 9PM,2-3-6      =,5/21/2022,"4,500.00",406
2D Lotto 2PM,06-15      =,5/21/2022,"4,000.00",242
2D Lotto 5PM,10-19      =,5/21/2022,"4,000.00",216
2D Lotto 9PM,16-24      =,5/21/2022,"4,000.00",394
Ultra Lotto 6/58,"25-30-3=
8-40-42-21",5/20/2022,"90,763,768.60",0
Megalotto 6/45,"14-32-23-=
10-01-12",5/20/2022,"36,651,349.80",0
4D Lotto,1-5-6-2        =,5/20/2022,"40,370.00",18
3D Lotto 2PM,2-4-9      =,5/20/2022,"4,500.00",427
3D Lotto 5PM,1-4-8      =,5/20/2022,"4,500.00",228
3D Lotto 9PM,9-6-7      =,5/20/2022,"4,500.00",174
2D Lotto 2PM,13-19      =,5/20/2022,"4,000.00",211
2D Lotto 5PM,07-05      =,5/20/2022,"4,000.00",251
2D Lotto 9PM,19-09      =,5/20/2022,"4,000.00",151
Superlotto 6/49,"19-42-48=
-43-39-23",5/19/2022,"15,840,000.00",0
Lotto 6/42,"24-40-18-03-0=
8-34",5/19/2022,"22,290,301.60",0
6D Lotto,9-5-2-2-6-6    =,5/19/2022,"1,440,587.36",0
3D Lotto 2PM,1-0-6      =,5/19/2022,"4,500.00",574
3D Lotto 5PM,6-3-0      =,5/19/2022,"4,500.00",272
3D Lotto 9PM,6-6-1      =,5/19/2022,"4,500.00",549
2D Lotto 2PM,09-04      =,5/19/2022,"4,000.00",228
2D Lotto 5PM,25-08      =,5/19/2022,"4,000.00",87
2D Lotto 9PM,31-27      =,5/19/2022,"4,000.00",103
Grand Lotto 6/55,"48-22-2=
3-51-09-26",5/18/2022,"108,162,917.60",0
Megalotto 6/45,"26-42-10-=
45-01-40",5/18/2022,"32,594,206.00",0
4D Lotto,4-1-5-1        =,5/18/2022,"50,545.00",14
3D Lotto 2PM,8-6-2      =,5/18/2022,"4,500.00",169
3D Lotto 5PM,5-1-4      =,5/18/2022,"4,500.00",226
3D Lotto 9PM,6-9-9      =,5/18/2022,"4,500.00",269
2D Lotto 2PM,02-24      =,5/18/2022,"4,000.00",155
2D Lotto 5PM,25-24      =,5/18/2022,"4,000.00",129
2D Lotto 9PM,28-18      =,5/18/2022,"4,000.00",194
Ultra Lotto 6/58,"05-11-4=
1-30-37-29",5/17/2022,"85,794,099.00",0
Superlotto 6/49,"25-10-13=
-15-24-11",5/17/2022,"15,840,000.00",0
Lotto 6/42,"13-08-15-33-3=
7-22",5/17/2022,"18,149,335.60",0
6D Lotto,7-6-7-7-8-6    =,5/17/2022,"1,100,873.22",0
3D Lotto 2PM,4-5-1      =,5/17/2022,"4,500.00",313
3D Lotto 5PM,7-0-7      =,5/17/2022,"4,500.00",224
3D Lotto 9PM,1-3-7      =,5/17/2022,"4,500.00",521
2D Lotto 2PM,20-31      =,5/17/2022,"4,000.00",69
2D Lotto 5PM,08-07      =,5/17/2022,"4,000.00",98
2D Lotto 9PM,30-11      =,5/17/2022,"4,000.00",109
Grand Lotto 6/55,"11-29-3=
4-50-10-17",5/16/2022,"102,417,050.00",0
Megalotto 6/45,"13-20-01-=
08-10-22",5/16/2022,"28,867,242.80",0
4D Lotto,0-6-7-2        =,5/16/2022,"34,728.00",21
3D Lotto 2PM,9-9-2      =,5/16/2022,"4,500.00",162
3D Lotto 5PM,1-2-9      =,5/16/2022,"4,500.00",707
3D Lotto 9PM,0-6-8      =,5/16/2022,"4,500.00",199
2D Lotto 2PM,13-19      =,5/16/2022,"4,000.00",226
2D Lotto 5PM,01-20      =,5/16/2022,"4,000.00",201
2D Lotto 9PM,18-12      =,5/16/2022,"4,000.00",130
Ultra Lotto 6/58,"40-52-2=
5-44-28-50",5/15/2022,"81,871,351.40",0
Superlotto 6/49,"07-47-28=
-37-18-23",5/15/2022,"15,840,000.00",0
3D Lotto 2PM,0-8-4      =,5/15/2022,"4,500.00",76
3D Lotto 5PM,5-1-7      =,5/15/2022,"4,500.00",607
3D Lotto 9PM,8-8-9      =,5/15/2022,"4,500.00",172
2D Lotto 2PM,01-01      =,5/15/2022,"4,000.00",495
2D Lotto 5PM,11-02      =,5/15/2022,"4,000.00",241
2D Lotto 9PM,23-26      =,5/15/2022,"4,000.00",129
